id, masv_tham so dau, masv, namsinh, gioitinh, noisinh, lopsh, khoa, hedt, khoahoc, chuyennganh2, tinhtrang, diachi_tinhtp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15395, '18,374DD7A4XPvAibaEXe8v/8WpHvRKTg6wDl2rtO6H, '1999',1, 'An Giang', 'CNTT2018', 'KTTT', 'CQUI',13, 'D480201',1, 'Huyán An Ph˙', ·∫•p Qu·ªëc H∆∞ng, x√£ Qu·ªëc Th√°i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15396, '18,017004E1XPvAibaEXe8v/8WpHvRKTosC6sLxoaiu, '1999',1, 'Tr‡ Vinh', 'KTPM2018', 'CNPM', 'CQUI',13, 'D480103',1, 'Tânh Tr‡ Vinh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15397, '18,2F7BF7E0XPvAibaEXe8v/8WpHvRKTtM8OZiZtI83, '1999',1, '??k L?k', 'CNTT2018', 'KTTT', 'CQUI',13, 'D480201',1, Tânh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15398, '18,437A6C88XPvAibaEXe8v/8WpHvRKTr8wTTX+BiOQ, '1999',1, '??k L?k', 'CNTT2018', 'KTTT', 'CQUI',13, 'D480201',5, 'Tânh ??k L?k', T·ªânh ƒêƒÉk LƒÉk ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15399, '18,BD8A3C48XPvAibaEXe8v/8WpHvRKTlethG2bBQgD, '1999',0, '??k L?k', 'CNTT2018', 'KTTT', 'CQUI',13, 'D480201',1, 'Huyán KrÙng NÉng', t·ªânh ƒêƒÉk LƒÉk.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15400, '18,97DEBA29XPvAibaEXe8v/8WpHvRKTrPFlAZuX0TD, '1999',1, 'L?ng S?n', 'KTPM2018', 'CNPM', 'CQUI',13, 'D480103',1, 'Tânh ??k NÙng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15401, '18,6504419EXPvAibaEXe8v/8WpHvRKTgXb6IovgAxk, '1999',1, 'SÛc TrÉng', 'CNTT2018', 'KTTT', 'CQUI',13, 'D480201',1, 'Thã x„ V?nh Ch‚u',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15402, '18,630387E9XPvAibaEXe8v/8WpHvRKTpwQoN+VRnKI, '1999',1, 'BÏnh Thu?n', 'CNTT2018', 'KTTT', 'CQUI',13, 'D480201',1, 'Huyán T·nh Linh', t·ªânh B√¨nh Thu·∫≠n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15403, '18,AD629B40XPvAibaEXe8v/8WpHvRKTuE23AeckQbh, '1999',1, 'SÛc TrÉng ', 'KTPM2018', 'CNPM', 'CQUI',13, 'D480103',5, 'Tânh SÛc TrÉng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15413, '18,AC27C3B6XPvAibaEXe8v/8WpHvRKTkENm5BEPBGL, '2000',1, 'T‚y Ninh', 'MMTT2018', 'MMT&TT', 'CQUI',13, '7480102',1, 'Huyán GÚ D?u',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15414, '18,8096674BXPvAibaEXe8v/8WpHvRKTqcDlySRg/Td, '2000',1, 'Gia Lai', 'HTCL2018.1', 'HTTT', 'CLC',13, 'D480104',2, 'Tânh Gia Lai', Tp. Pleiku, Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15415, '18,AE9CD270XPvAibaEXe8v/8WpHvRKTgOf/BCXhZjB, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'CTTT2018', 'HTTT', 'CTTT',13, 'D480104',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15416, '18,1CA36041XPvAibaEXe8v/8WpHvRKTrLmsNGdl5te, '2000',1, 'B‡ Rãa - V?ng T‡u', 'ATCL2018.1', 'MMT&TT', 'CLC',13, 'D480299',1, 'Tânh B‡ Rãa - V?ng T‡u',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15417, '18,348772C3XPvAibaEXe8v/8WpHvRKTmIoAaCpaQPG, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'TMƒêT2018', 'HTTT', 'CQUI',13, 'D52480104',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15418, '18,1F5CBF73XPvAibaEXe8v/8WpHvRKTulqkjgcD4qs, '2000',1, 'Qu?ng Ng„i', 'KTMT2018', 'KTMT', 'CQUI',13, 'D520214',1, 'Tânh Qu?ng Ng„i',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15419, '18,C5B1B59CXPvAibaEXe8v/8WpHvRKTnUuPblie3pQ, '2000',1, 'BÏnh D??ng', 'CNCL2018.1', 'KTTT', 'CLC',13, '7480201_CLCN',1, 'Tânh BÏnh D??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15420, '18,13AB1165XPvAibaEXe8v/8WpHvRKTqWDgqj6twxT, '2000',1, 'SÛc TrÉng', 'KHDL2018', 'KTTT', 'CQUI',13, '7480201_KHDL',1, 'Tânh SÛc TrÉng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15421, '18,190C90DDXPvAibaEXe8v/8WpHvRKTkuOewwhL6kC, '2000',1, 'Qu?ng BÏnh', 'CNTT2018', 'KTTT', 'CQUI',13, 'D480201',1, 'Tânh Qu?ng BÏnh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15422, '18,1F779AF2XPvAibaEXe8v/8WpHvRKTgChYiPicBZA, '2000',1, 'V?nh Long', 'MTCL2018.1', 'KTMT', 'CLC',13, 'D520214',1, 'Tânh V?nh Long',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15423, '18,52D0D2E5XPvAibaEXe8v/8WpHvRKTpwstHjrKLb0, '2000',1, 'An Giang', 'MMCL2018.1', 'MMT&TT', 'CLC',13, '7480102',1, 'Tânh ?ìng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15424, '18,BC9608D8XPvAibaEXe8v/8WpHvRKTn8AdV6d09bB, '2000',1, 'Tr‡ Vinh', 'KHCL2018.1', 'KHMT', 'CLC',13, 'D480101',1, 'Tânh Tr‡ Vinh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15425, '18,818053C4XPvAibaEXe8v/8WpHvRKTnFjBlrlF0Le, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'ATCL2018.1', 'MMT&TT', 'CLC',13, 'D480299',1, 'Huyán HÛc MÙn',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15426, '18,9A7D53B0XPvAibaEXe8v/8WpHvRKTlZq723re0SQ, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'CNCL2018.1', 'KTTT', 'CLC',13, '7480201_CLCN',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15427, '18,AB0D77D9XPvAibaEXe8v/8WpHvRKTiU6vCSctnHd, '2000',1, 'C‡ Mau', 'MTCL2018.1', 'KTMT', 'CLC',13, 'D520214',1, 'Th‡nh phë C‡ Mau',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15428, '18,9D5D6D67XPvAibaEXe8v/8WpHvRKTocZ2bPQtMkf, '2000',1, '?ìng Nai', 'KHDL2018', 'KTTT', 'CQUI',13, '7480201_KHDL',1, 'Ph??ng Xu‚n HÚa', l√†m t·∫°i ·∫§p 4, X√£ S√¥ng Nh·∫°n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15429, '18,15767F5BXPvAibaEXe8v/8WpHvRKTvsnqnw3Rm1C, '1999',1, 'HÚa BÏnh', 'KHMT2018', 'KHMT', 'CQUI',13, 'D480101',2, 'Tânh HÚa BÏnh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15430, '18,8CC42E77XPvAibaEXe8v/8WpHvRKTmHSEyaTZM1b, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'ATCL2018.1', 'MMT&TT', 'CLC',13, 'D480299',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15431, '18,F59AE90BXPvAibaEXe8v/8WpHvRKTicNlRBMi7aY, '2000',1, 'BÏnh Ph?õc', 'TMƒêT2018', 'HTTT', 'CQUI',13, 'D52480104',1, 'Thã x„ ?ìng Xo‡i', th·ªã x√£ ƒê·ªìng Xo√†i, t·ªânh B√¨nh Ph∆∞·ªõc',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15432, '18,085F47DCXPvAibaEXe8v/8WpHvRKThADq5FxshDz, '2000',1, 'Long An', 'KTPM2018', 'CNPM', 'CQUI',13, 'D480103',1, 'Thã x„ Ki?n T??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15433, '18,039D9D70XPvAibaEXe8v/8WpHvRKTrJ2t647mMu/, '2000',1, 'Ph˙ YÍn', 'CNTT2018', 'KTTT', 'CQUI',13, 'D480201',1, 'Tânh ??k NÙng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15434, '18,5AAED6B4XPvAibaEXe8v/8WpHvRKThMfVZUCuYoY, '2000',1, 'H‡ T?nh', 'KHTN2018', 'KHMT', 'CNTN',13, 'D480101',1, 'Tânh H‡ T?nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15435, '18,3B07F41AXPvAibaEXe8v/8WpHvRKThP68tOObBRo, '2000',1, 'L‚m ?ìng', 'CTTT2018', 'HTTT', 'CTTT',13, 'D480104',1, 'Tânh L‚m ?ìng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15436, '18,6C9D5EFAXPvAibaEXe8v/8WpHvRKTqK/JdBk6QbE, '2000',1, '', 'MTCL2018.1', 'KTMT', 'CLC',13, 'D520214',5, 'Tânh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15437, '18,718E1822XPvAibaEXe8v/8WpHvRKTt9BKXiVjdZC, '2000',1, 'Long An', 'TMƒêT2018', 'HTTT', 'CQUI',13, 'D52480104',1, 'Tânh Long An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15438, '18,86BBED2BXPvAibaEXe8v/8WpHvRKTj/jeiwoDEQ9, '2000',1, 'Ninh BÏnh', 'CTTT2018', 'HTTT', 'CTTT',13, 'D480104',1, 'Tânh Ninh BÏnh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15439, '18,985FBCC3XPvAibaEXe8v/8WpHvRKTk/AaLOtjJs8, '2000',1, 'Th‡nh phë C?n Th?', 'PMCL2018.1', 'CNPM', 'CLC',13, 'D480103',1, 'Huyán V?nh Th?nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15440, '18,65D6FAF2XPvAibaEXe8v/8WpHvRKTkc6MNOu/XDu, '2000',1, 'Thanh HÛa', 'CNTT2018', 'KTTT', 'CQUI',13, 'D480201',1, 'Tânh Thanh HÛa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15441, '18,B17E846EXPvAibaEXe8v/8WpHvRKTtJW8X9Y+P+g, '2000',1, 'BÏnh Thu?n', 'HTCL2018.1', 'HTTT', 'CLC',13, 'D480104',1, 'Tânh BÏnh Thu?n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15442, '18,AA02248FXPvAibaEXe8v/8WpHvRKThXzODMXpuVx, '2000',1, '??k L?k', 'PMCL2018.1', 'CNPM', 'CLC',13, 'D480103',4, 'Tânh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15443, '18,46E849F0XPvAibaEXe8v/8WpHvRKTsOib2NmYyUi, '2000',1, 'H‡ T?nh', 'CNTT2018', 'KTTT', 'CQUI',13, 'D480201',1, 'Tânh H‡ T?nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15444, '18,8B9EB084XPvAibaEXe8v/8WpHvRKTlvVHt35dG91, '2000',1, 'BÏnh Thu?n', 'ATTT2018', 'MMT&TT', 'CQUI',13, 'D480299',1, 'Tânh BÏnh Thu?n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15445, '18,40E93960XPvAibaEXe8v/8WpHvRKTno8Kb6Ih6my, '2000',1, 'B‡ Rãa - V?ng T‡u', 'PMCL2018.1', 'CNPM', 'CLC',13, 'D480103',1, 'Huyán Ch‚u ??c', x√£ Kim Long, huy·ªán Ch√¢u ƒê·ª©c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15446, '18,36B3CAE3XPvAibaEXe8v/8WpHvRKTi00GbyHD1Cx, '2000',1, '??k L?k', 'KHMT2018', 'KHMT', 'CQUI',13, 'D480101',1, 'Tânh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15447, '18,EAB7E521XPvAibaEXe8v/8WpHvRKTnNKDWZ3DnJU, '2000',0, '?ìng Th·p', 'CNCL2018.1', 'KTTT', 'CLC',13, '7480201_CLCN',1, 'Th‡nh phë Cao L„nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15448, '18,F8D01CB5XPvAibaEXe8v/8WpHvRKTkSFvrYPthWJ, '2000',1, 'B‡ Rãa - V?ng T‡u', 'HTCL2018.1', 'HTTT', 'CLC',13, 'D480104',1, 'Tânh B‡ Rãa - V?ng T‡u',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15449, '18,480EDE69XPvAibaEXe8v/8WpHvRKTnX4dRK0NLML, '1995',1, 'Th‡nh phë Hì ChÌ Minh', 'KHDL2018', 'KTTT', 'CQUI',13, '7480201_KHDL',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15450, '18,4918C92FXPvAibaEXe8v/8WpHvRKTmCHU5SOt9Cb, '2000',0, 'Th‡nh phë Hì ChÌ Minh', 'KHCL2018.1', 'KHMT', 'CLC',13, 'D480101',1, 'Th‡nh phë BiÍn HÚa', Th√†nh ph·ªë Bi√™n H√≤a, ƒê·ªìng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15451, '18,A18830B8XPvAibaEXe8v/8WpHvRKTnGY0FnSjLhL, '2000',1, '?ìng Nai', 'ATTT2018', 'MMT&TT', 'CQUI',13, 'D480299',1, 'Huyán ?ãnh Qu·n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15452, '18,1CB3665CXPvAibaEXe8v/8WpHvRKTlHPzt4KD2Im, '2000',1, 'KiÍn Giang', 'ATCL2018.1', 'MMT&TT', 'CLC',13, 'D480299',1, 'Tânh KiÍn Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15453, '18,D0B95A6FXPvAibaEXe8v/8WpHvRKTtL8fqLoSX6N, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'CNTT2018', 'KTTT', 'CQUI',13, 'D480201',1, 'Qu?n 2',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15454, '18,3CD3BCE8XPvAibaEXe8v/8WpHvRKTg7iZ2CTnQAe, '1998',1, 'B?n Tre', 'MTCL2018.1', 'KTMT', 'CLC',13, 'D520214',1, 'Huyán M? C‡y B?c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15455, '18,00280224XPvAibaEXe8v/8WpHvRKTiUAB/cZtIgm, '2000',0, 'Th‡nh phë Hì ChÌ Minh', 'MMCL2018.1', 'MMT&TT', 'CLC',13, '7480102',1, 'Qu?n 12',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15456, '18,73746D39XPvAibaEXe8v/8WpHvRKTiLjR45hUF0H, '1999',0, 'Ph˙ YÍn', 'TMƒêT2018', 'HTTT', 'CQUI',13, 'D52480104',1, 'Tânh Ph˙ YÍn',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15457, '18,38FFEF64XPvAibaEXe8v/8WpHvRKTqTN0VVoNj6A, '2000',1, '??k L?k', 'KHMT2018', 'KHMT', 'CQUI',13, 'D480101',1, 'Tânh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15458, '18,C6336925XPvAibaEXe8v/8WpHvRKTpwGoelDVF1p, '2000',0, 'Th‡nh phë Hì ChÌ Minh', 'ATCL2018.1', 'MMT&TT', 'CLC',13, 'D480299',1, 'Huyán HÛc MÙn',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15459, '18,A50B3227XPvAibaEXe8v/8WpHvRKTvx+7PJQNbLf, '2000',1, 'Thanh HÛa', 'CTTT2018', 'HTTT', 'CTTT',13, 'D480104',1, 'Tânh Thanh HÛa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15460, '18,3CFF9FABXPvAibaEXe8v/8WpHvRKTgzgvgd1+L4o, '2000',0, 'Th‡nh phë Hì ChÌ Minh', 'HTTT2018', 'HTTT', 'CQUI',13, 'D480104',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15461, '18,9BBE4D04XPvAibaEXe8v/8WpHvRKTghUkkJIOr2y, '1999',1, 'B‡ Rãa - V?ng T‡u', 'MMCL2018.1', 'MMT&TT', 'CLC',13, '7480102',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15463, '18,72FA6DC9XPvAibaEXe8v/8WpHvRKTlgR4crFkNSF, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'MTCL2018.1', 'KTMT', 'CLC',13, 'D520214',5, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15464, '18,1E98E801XPvAibaEXe8v/8WpHvRKTrw/jsWPLU3i, '2000',1, 'Thanh HÛa', 'CNTT2018', 'KTTT', 'CQUI',13, 'D480201',2, 'Tânh Thanh HÛa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15465, '18,F14F8FC7XPvAibaEXe8v/8WpHvRKTsitJfl7zu6T, '2000',1, 'B?c LiÍu', 'KHCL2018.1', 'KHMT', 'CLC',13, 'D480101',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15466, '18,3907658DXPvAibaEXe8v/8WpHvRKTllWzsyMYJKe, '2000',1, 'Long An', 'TMƒêT2018', 'HTTT', 'CQUI',13, 'D52480104',1, 'Tânh Long An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15467, '18,C2D84600XPvAibaEXe8v/8WpHvRKTkX+UMpyhJCL, '2000',1, 'Nam ?ãnh', 'KHTN2018', 'KHMT', 'CNTN',13, 'D480101',1, 'Tânh Kh·nh HÚa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15468, '18,71EC8B1FXPvAibaEXe8v/8WpHvRKTqQZ+9L8XTJ9, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'MTCL2018.1', 'KTMT', 'CLC',13, 'D520214',1, 'Qu?n 12',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15469, '18,D3BEDD27XPvAibaEXe8v/8WpHvRKTn7XKILxC/Iy, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'MTCL2018.1', 'KTMT', 'CLC',13, 'D520214',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15470, '18,455AB4ABXPvAibaEXe8v/8WpHvRKToKBSIPh5XN5, '2000',0, '??k L?k', 'HTTT2018', 'HTTT', 'CQUI',13, 'D480104',1, 'Tânh ??k L?k',x√£ Ea Bhock,huy·ªán C∆∞ Kuin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15472, '18,C32F5014XPvAibaEXe8v/8WpHvRKTlF3S99+lSkR, '2000',0, 'Ph˙ YÍn ', 'ATCL2018.1', 'MMT&TT', 'CLC',13, 'D480299',1, 'Tânh Ph˙ YÍn',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15474, '18,BA3221A7XPvAibaEXe8v/8WpHvRKTo3qNlMBDcmz, '2000',1, 'V?nh Long', 'PMCL2018.1', 'CNPM', 'CLC',13, 'D480103',1, 'Tânh V?nh Long',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15475, '18,F2AB2F5CXPvAibaEXe8v/8WpHvRKTsa9ukvvcVyH, '2000',1, 'BÏnh ?ãnh', 'HTTT2018', 'HTTT', 'CQUI',13, 'D480104',1, 'Tânh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15476, '18,FC960A7AXPvAibaEXe8v/8WpHvRKTk7SbJS7R+5X, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'CNCL2018.1', 'KTTT', 'CLC',13, '7480201_CLCN',1, 'Huyán Ch‚u ??c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15478, '18,2263DC6CXPvAibaEXe8v/8WpHvRKTnPKlEqY6PiH, '2000',1, '?ìng Nai', 'PMCL2018.1', 'CNPM', 'CLC',13, 'D480103',1, 'Tânh ?ìng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15479, '18,49DE1181XPvAibaEXe8v/8WpHvRKTuHehYWbwiny, '2000',1, 'V?nh Long', 'PMCL2018.1', 'CNPM', 'CLC',13, 'D480103',1, 'Huyán Ch‚u Th‡nh', ·∫•p Ph√∫ M·ªπ Hi·ªáp, Th·ªã tr·∫•n C√°i T√†u H·∫°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15480, '18,D93C130FXPvAibaEXe8v/8WpHvRKTswSHpkspUZa, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'MMCL2018.1', 'MMT&TT', 'CLC',13, '7480102',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15483, '18,3C2C5799XPvAibaEXe8v/8WpHvRKTnIP+LeaR/jh, '2000',1, 'T‚y Ninh', 'MTCL2018.1', 'KTMT', 'CLC',13, 'D520214',5, 'Tânh T‚y Ninh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15484, '18,23A4D31BXPvAibaEXe8v/8WpHvRKTsjtsB5cE7wT, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'CNCL2018.1', 'KTTT', 'CLC',13, '7480201_CLCN',1, 'Tânh Long An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15485, '18,4F55FBBEXPvAibaEXe8v/8WpHvRKTs2savYT4NRj, '2000',1, '??k L?k', 'CNCL2018.1', 'KTTT', 'CLC',13, '7480201_CLCN',5, 'Tânh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15486, '18,D7EF67DDXPvAibaEXe8v/8WpHvRKTreVkED4iYp0, '2000',1, 'B‡ Rãa - V?ng T‡u', 'MTCL2018.1', 'KTMT', 'CLC',13, 'D520214',1, 'Tânh B‡ Rãa - V?ng T‡u', TP.V≈©ng T√†u',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15487, '18,A6B1E532XPvAibaEXe8v/8WpHvRKTm+u+o7sqsSG, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'ATCL2018.1', 'MMT&TT', 'CLC',13, 'D480299',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15488, '18,B2B7C133XPvAibaEXe8v/8WpHvRKTlXCEPIjdQ1F, '2000',1, 'BÏnh ph?õc ', 'CTTT2018', 'HTTT', 'CTTT',13, 'D480104',1, 'Tânh BÏnh Ph?õc',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15489, '18,7576A64FXPvAibaEXe8v/8WpHvRKTkXFeMRS97vg, '2000',1, '?ÙÄng Nai', 'CNCL2018.1', 'KTTT', 'CLC',13, '7480201_CLCN',1, 'Thã x„ Long Kh·nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15490, '18,91F7C4C9XPvAibaEXe8v/8WpHvRKTvGIuik6rXBA, '1999',1, 'B‡ Rãa - V?ng T‡u', 'TMƒêT2018', 'HTTT', 'CQUI',13, 'D52480104',1, 'Huyán Ch‚u ??c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
